1	907850
1	1003937
1	1081454
1	1800272
1	1908003
1	1908099
1	1908433
1	7591400
1	7591415
1	8978051
1	12997239
1	54054970
1	54091470
1	58646723
1	64538548
1	65010519
1	72155964
1	73163314
1	73590415
1	83327572
1	89426333
1	89426342
1	89768033
1	90360422
1	90918397
1	91129674
1	92165577
1	92492884
1	92565377
1	92755319
1	92756038
1	94795396
1	98315564
1	98696861
1	98937584
1	99046127
1	99048260
1	101227652
1	103597016
1	103818168
1	103927218
1	104429955
1	107170128
1	107238359
1	108124576
1	114891218
1	115097640
1	121333576
1	138029576
1	139314662
1	139314663
1	149935523
1	159686194
1	164367196
1	164538046
1	177222696
1	177851370
1	181855865
1	181855891
1	181859848
1	182137418
1	202875276
1	204614699
1	205481598
1	206149908
1	207119826
1	208716858
1	209306971
1	209451127
1	212749907
1	222872436
1	222873635
1	222880745
1	222905418
1	222908973
1	222908981
1	222939431
1	222940359
2	38920
2	38982
2	198639
2	23743923
2	23743959
2	32528312
2	32593420
2	50713428
2	56705654
2	63817461
2	69650058
2	86147939
2	93457828
2	93707750
2	100484689
2	102719684
2	103422039
2	108678270
2	109005070
2	113229639
2	125121440
2	153536875
2	177725404
2	177911632
3	93519
3	589010
3	12964521
3	32638063
3	35738238
3	35789591
3	36418653
3	38178886
3	38462451
3	38465056
3	40005761
3	43070930
3	43071098
3	43073383
3	43073477
3	43073663
3	43126231
3	44958724
3	45306865
3	51733963
3	53184615
3	53951340
3	54475251
3	54475521
3	58332889
3	58332969
3	58333113
3	58333618
3	58333626
3	58333825
3	72574483
3	94267144
3	102355120
3	102535347
3	102575178
3	102575489
3	102636894
3	103560295
3	112897720
3	113665692
3	113666367
3	113666550
3	113666803
3	149878824
3	150366483
3	157114712
3	157115344
3	165998862
3	168490059
3	168727245
3	168831630
3	170229995
3	170230523
3	180988456
3	184827924
4	849289
4	11355523
4	16726922
4	25754684
4	46070838
4	47299705
4	48245230
4	51456797
4	55883841
4	55883866
4	56174370
4	56174371
4	59078361
4	107258424
4	117503196
4	125887236
4	126002219
4	132533360
4	134843174
4	135690274
4	136294709
4	136301565
4	136505992
4	136584461
4	136587940
4	136905525
4	136913553
4	136913590
4	136916293
4	137450208
4	137450832
4	137739769
4	137739920
4	138013930
4	138014746
4	138014749
4	138014759
4	138015273
4	138134763
4	138134936
4	138329955
4	138330215
4	138330266
4	138481655
4	138647644
4	138647775
4	138813150
4	139209880
4	139407552
4	139626198
4	139783802
4	139783931
4	139832882
4	140041929
4	140042181
4	140250442
4	140463375
4	141991597
4	143882924
4	145337441
4	151704639
4	166088909
4	166089233
5	4701984
5	4705996
5	4706473
5	4707299
5	4709124
5	16700036
5	42951936
5	52650634
5	52650910
5	64266907
5	86071473
5	87395535
5	87623318
5	89634917
5	89635382
5	97649982
5	97976842
5	98028782
5	125902074
5	143735891
5	150599804
5	152976079
5	165805612
6	200908
6	9581541
6	17748449
6	41071049
6	68195930
6	68325831
6	68338602
6	68340138
6	69019718
6	78127854
6	87483551
6	87522692
6	87542699
6	87546448
6	110040169
6	138027973
6	138552882
6	138553057
6	138558250
6	138618864
6	147570647
6	152313838
6	152337248
6	176738169
6	177479248
7	5709220
7	7425863
7	7425912
7	7426146
7	8982211
7	10866895
7	10934856
7	16676061
7	17306967
7	17318997
7	17319078
7	19201543
7	19203427
7	21936689
7	27487570
7	28433619
7	28437190
7	28437855
7	33993497
7	49475905
7	50979337
7	52443622
7	52448640
7	52452050
7	52452070
7	52452741
7	52453094
7	52453123
7	52817370
7	52821851
7	52822788
7	55152735
7	55153088
7	55162416
7	55967759
7	55971219
7	55971435
7	55971627
7	55971767
7	63196919
7	63196933
7	63197184
7	67634553
7	68460656
7	68584663
7	68586707
7	70359982
7	77778103
7	78334028
7	78377431
7	81939583
7	82365420
7	83806956
7	83959234
7	83959448
7	86187355
7	86523771
7	113070870
7	113482766
7	117089796
7	117262800
7	126046842
7	135832133
7	136934326
7	139491170
7	158750179
7	158750210
7	161713405
7	164576990
7	167268506
7	167924645
7	168155335
7	168422931
7	168450303
8	1238021
8	7817298
8	8119940
8	8795408
8	12146155
8	12341376
8	12928527
8	12928538
8	12928840
8	20324360
8	26728335
8	26771334
8	28525620
8	43811377
8	43814596
8	56744029
8	94460985
8	123961141
8	126659071
8	141368306
8	143203190
8	143830698
8	143832945
8	144752714
9	3879988
10	2794589
10	6647415
10	8792903
10	8968986
10	12475636
10	12604261
10	12605141
10	13457948
10	14571114
10	15839527
10	15839688
10	26359071
10	27750281
10	28138432
10	28506727
10	29017021
10	29017299
10	30385948
10	30518619
10	30520623
10	36126169
10	40018963
10	40018984
10	40019338
10	40020986
10	40154056
10	40154795
10	40154841
10	40154865
10	40154921
10	40156225
10	40810949
10	40810957
10	40978217
10	41226735
10	42740263
10	42869407
10	42918196
10	45121757
10	62619701
10	68278097
10	68321209
10	68342520
10	79174251
10	81706346
10	84033251
10	84501702
10	88791006
10	92666899
10	92697536
11	293196
11	316247
11	1483533
11	6993871
11	7948213
11	9650579
11	9713647
11	42810349
11	43752490
11	91875455
11	100698192
11	101144324
11	103336922
11	108862294
11	111426005
11	112661635
11	112841490
11	123587692
11	130980101
11	132860042
12	151125
12	2638243
12	72936896
12	110194194
12	127432038
12	128310294
12	128471602
13	5159018
13	6501910
13	13645394
13	15604607
13	17606926
13	17607115
13	17950159
13	23132117
13	34345567
13	60003467
13	70598793
13	81128507
14	844166
14	2329002
14	3200297
14	3200858
14	4006520
14	6511113
14	6902413
14	7105342
14	8665988
14	9490284
14	11944490
14	13864641
14	14045107
14	16826875
14	17090226
14	21129606
14	23536706
14	38380956
14	38381463
14	42884534
14	43371930
14	47421553
14	47470986
14	56098619
14	56098662
14	57756037
14	58932551
14	58932751
14	59115923
14	59621329
14	68495016
14	86989537
14	87325761
14	88087067
14	94431390
14	98275219
14	98336739
14	98337356
14	98340215
14	98341059
14	105344590
14	107082917
14	107135256
14	111757471
14	112258674
14	113200952
14	116742556
14	116823070
14	117426264
14	117664560
14	122921556
15	2039399
15	2057837
15	4796587
15	7985954
15	10180726
15	10195439
15	12266383
15	13512219
15	13723414
15	13723669
15	13723753
15	21717609
15	28523303
15	29460416
15	62413853
15	62413866
15	64586495
15	67160985
15	76369159
15	97333617
15	107197066
15	107240754
15	107242873
15	107244012
15	108075482
15	109028474
15	110343742
15	110830592
15	110865804
15	110893431
15	111588876
16	410811
16	1401848
16	1702428
16	1901840
16	2594870
16	2954151
16	8149845
16	8255012
16	11694523
16	20779366
16	25236667
16	28248937
16	28248943
16	28275683
16	32447128
16	32588664
16	32591781
16	32596779
16	34330751
16	36831550
16	41811826
16	41811889
